Label,SMS,,,
Not spam,Haha i think i did too,,,
Not spam,U know we watchin at lido?,,,
Not spam,Life spend with someone for a lifetime may be meaningless but a few moments spent with someone who really love you means more than life itself..,,,
Not spam,"Haha awesome, I've been to 4u a couple times. Who all's coming?",,,
Not spam,Cold. Dont be sad dear,,,
Not spam,Think I could stop by in like an hour or so? My roommate's looking to stock up for a trip,,,
Not spam,Is that on the telly? No its Brdget Jones!,,,
Not spam,Love you aathi..love u lot..,,,
Not spam,Hello! How r u? Im bored. Inever thought id get bored with the tv but I am. Tell me something exciting has happened there? Anything! =/,,,
Not spam,Hmm...Bad news...Hype park plaza $700 studio taken...Only left 2 bedrm-$900...,,,
Not spam,"Sorry, I'll call later in meeting",,,
Not spam,R Ì_ comin back for dinner?,,,
Not spam,"I hav almost reached. Call, i m unable to connect u.",,,
Not spam,Whom you waited for yesterday,,,
Not spam,I reach home safe n sound liao...,,,
Not spam,"Velly good, yes please!",,,
Not spam,"Hi, wkend ok but journey terrible. Wk not good as have huge back log of marking to do",,,
Not spam,I have had two more letters from . I will copy them for you cos one has a message for you. Speak soon,,,
Not spam,Alex knows a guy who sells mids but he's down in south tampa and I don't think I could set it up before like 8,,,
Not spam,Dont you have message offer,,,
spam,Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTx,,,
Not spam,"HEY THERE BABE, HOW U DOIN? WOT U UP 2 2NITE LOVE ANNIE X.",,,
Not spam,Remind me how to get there and I shall do so,,,
Not spam,:-( that's not v romantic!,,,
Not spam,Hello. Damn this christmas thing. I think i have decided to keep this mp3 that doesnt work.,,,
spam,You have 1 new message. Please call 08718738034.,,,
Not spam,HI DARLIN IM MISSIN U HOPE YOU ARE HAVING A GOOD TIME. WHEN ARE U BACK AND WHAT TIME IF U CAN GIVE ME A CALL AT HOME. JESS XX,,,
spam,<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 4 messages. You have 21 matches. Please call back on 09056242159 to retrieve your messages and matches,,,
Not spam,Draw va?i dont think so:),,,
Not spam,Dont pick up d call when something important is There to tell. Hrishi,,,
spam,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!",,,
Not spam,Nothin comes to my mind. ÌÏ help me buy hanger lor. Ur laptop not heavy?,,,
Not spam,"&lt;#&gt; , that's all? Guess that's easy enough",,,
Not spam,We can make a baby in yo tho,,,
Not spam,Should I tell my friend not to come round til like  &lt;#&gt; ish?,,,
Not spam,Friendship poem: Dear O Dear U R Not Near But I Can Hear Dont Get Fear Live With Cheer No More Tear U R Always my Dear. Gud ni8,,,
Not spam,Still in the area of the restaurant. Ill try to come back soon,,,
Not spam,"Aight that'll work, thanks",,,
spam,WIN a year supply of CDs 4 a store of ur choice worth å£500 & enter our å£100 Weekly draw txt MUSIC to 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3,,,
spam,Moby Pub Quiz.Win a å£100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP å£1.50 008704050406 SP Arrow,,,
Not spam,"I have 2 sleeping bags, 1 blanket and paper and  phone details. Anything else?",,,
spam,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+ ,,,
spam,"Congratulations! Thanks to a good friend U have WON the å£2,000 Xmas prize. 2 claim is easy, just call 08718726971 NOW! Only 10p per minute. BT-national-rate.",,,
spam,"tddnewsletter@emc1.co.uk (More games from TheDailyDraw) Dear Helen, Dozens of Free Games - with great prizesWith..",,,
Not spam,So what do you guys do.,,,
Not spam,Also that chat was awesome but don't make it regular unless you can see her in person,,,
Not spam,That's significant but dont worry.,,,
Not spam,That's cause your old. I live to be high.,,,
Not spam,"Waqt se pehle or naseeb se zyada kisi ko kuch nahi milta,Zindgi wo nahi he jo hum sochte hai Zindgi wo hai jo ham jeetey hai..........",,,
Not spam,On the way to office da..,,,
Not spam,In which place do you want da.,,,
Not spam,This pain couldn't have come at a worse time.,,,
Not spam,Ok...,,,
Not spam,Should I be stalking u?,,,
Not spam,Sorry dude. Dont know how i forgot. Even after Dan reminded me. Sorry. Hope you guys had fun.,,,
Not spam,Ok lor.,,,
Not spam,Apps class varaya elaya.,,,
Not spam,The Xmas story is peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed month ahead &amp; wish U Merry Xmas...,,,
spam,"URGENT! Your mobile number *************** WON a å£2000 Bonus Caller prize on 10/06/03! This is the 2nd attempt to reach you! Call 09066368753 ASAP! Box 97N7QP, 150ppm",,,
Not spam,That day you asked about anand number. Why:-),,,
Not spam,Am surfing online store. For offers do you want to buy any thing.,,,
Not spam,Long beach lor. Expected... U having dinner now?,,,
Not spam,At home by the way,,,
Not spam,We are both fine. Thanks,,,
Not spam,What happen to her tell the truth,,,
Not spam,Do you like Italian food?,,,
Not spam,Which is weird because I know I had it at one point,,,
Not spam,"\Aww you must be nearly dead!Well Jez isComing over toDo some workAnd that whillTake forever!\""""",,,
Not spam,Tell your friends what you plan to do on Valentines day @ &lt;URL&gt;,,,
Not spam,"Alright, see you in a bit",,,
Not spam,Cheers for the message Zogtorius. IåÕve been staring at my phone for an age deciding whether to text or not.,,,
Not spam,I will take care of financial problem.i will help:),,,
Not spam,Tell dear what happen to you. Why you talking to me like an alian,,,
spam,Double your mins & txts on Orange or 1/2 price linerental - Motorola and SonyEricsson with B/Tooth FREE-Nokia FREE Call MobileUpd8 on 08000839402 or2optout/HV9D,,,
Not spam,"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)",,,
Not spam,Okie...,,,
Not spam,"Hi this is yijue, can i meet u at 11 tmr?",,,
Not spam,Its posible dnt live in  &lt;#&gt; century cm frwd n thnk different,,,
Not spam,But i dint slept in afternoon.,,,
Not spam,That seems unnecessarily affectionate,,,
Not spam,Yar else i'll thk of all sorts of funny things.,,,
Not spam,You will be in the place of that man,,,
spam,"Download as many ringtones as u like no restrictions, 1000s 2 choose. U can even send 2 yr buddys. Txt Sir to 80082 å£3 ",,,
Not spam,Thats cool. How was your day?,,,
spam,Please CALL 08712402902 immediately as there is an urgent message waiting for you.,,,
Not spam,R we going with the  &lt;#&gt;  bus?,,,
Not spam,"Hello, my love ! How went your day ? Are you alright ? I think of you, my sweet and send a jolt to your heart to remind you ... I LOVE YOU! Can you hear it ? I screamed it across the sea for all the world to hear. Ahmad al Hallaq is loved ! and owned ! *possessive passionate kiss*",,,
Not spam,No..he joined today itself.,,,
Not spam,Okay same with me. Well thanks for the clarification,,,
Not spam,I'll talk to the others and probably just come early tomorrow then,,,
spam,"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic",,,
Not spam,"Had the money issue weigh me down but thanks to you, I can breathe easier now. I.ll make sure you dont regret it. Thanks.",,,
Not spam,Hi. I'm sorry i missed your call. Can you pls call back.,,,
Not spam,How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day,,,
spam,"Fantasy Football is back on your TV. Go to Sky Gamestar on Sky Active and play å£250k Dream Team. Scoring starts on Saturday, so register now!SKY OPT OUT to 88088",,,
Not spam,Ok then no need to tell me anything i am going to sleep good night,,,
Not spam,Ok try to do week end course in coimbatore.,,,
spam,Tone Club: Your subs has now expired 2 re-sub reply MONOC 4 monos or POLYC 4 polys 1 weekly @ 150p per week Txt STOP 2 stop This msg free Stream 0871212025016,,,
Not spam,V nice! Off 2 sheffield tom 2 air my opinions on categories 2 b used 2 measure ethnicity in next census. Busy transcribing. :-),,,
Not spam,If you r @ home then come down within 5 min,,,
Not spam,"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied \Boost is d secret of my energy\"" n instantly d girl shouted \""our energy\"" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8""",,,
Not spam,"That day Ì_ say Ì_ cut ur hair at paragon, is it called hair sense? Do Ì_ noe how much is a hair cut? ",,,
Not spam,"Hmm, too many of them unfortunately... Pics obviously arent hot cakes. Its kinda fun tho",,,
Not spam,Watching tv lor... Y she so funny we bluff her 4 wat. Izzit because she thk it's impossible between us?,,,
spam,XMAS Prize draws! We are trying to contact U. Todays draw shows that you have won a å£2000 prize GUARANTEED. Call 09058094565 from land line. Valid 12hrs only,,,
Not spam,Dunno lei he neva say...,,,
Not spam,Thanx 4 2day! U r a goodmate I THINK UR RITE SARY! ASUSUAL!1 U CHEERED ME UP! LOVE U FRANYxxxxx,,,
Not spam,I'm on my way home. Went to change batt 4 my watch then go shop a bit lor.,,,
spam,YES! The only place in town to meet exciting adult singles is now in the UK. Txt CHAT to 86688 now! 150p/Msg.,,,
Not spam,"Hi, Mobile no.  &lt;#&gt;  has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com",,,
Not spam,"Good evening Sir, hope you are having a nice day. I wanted to bring it to your notice that I have been late in paying rent for the past few months and have had to pay a $ &lt;#&gt;  charge. I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that's why i didnt speak up. I however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month's end. Can you please help. Thank you for everything.",,,
Not spam,"If i let you do this, i want you in the house by 8am.",,,
Not spam,"Best line said in Love: . \I will wait till the day I can forget u Or The day u realize that u cannot forget me.\""... Gn""",,,
Not spam,I will reach before ten morning,,,
Not spam,Your pussy is perfect!,,,
Not spam,"Sorry, I'll call later",,,
spam,"Someone has contacted our dating service and entered your phone becausethey fancy you! To find out who it is call from a landline 09058098002. PoBox1, W14RG 150p",,,
Not spam,No message..no responce..what happend?,,,
Not spam,Also where's the piece,,,
Not spam,"wiskey Brandy Rum Gin Beer Vodka Scotch Shampain Wine \KUDI\""yarasu dhina vaazhthukkal. ..""",,,
Not spam,Boo. How's things? I'm back at home and a little bored already :-(,,,
Not spam,First has she gained more than  &lt;#&gt; kg since she took in. Second has she done the blood sugar tests. If she has and its ok and her blood pressure is within normal limits then no worries,,,
Not spam,PICK UR FONE UP NOW U DUMB?,,,
Not spam,"Thanks da thangam, i feel very very happy dear. I also miss you da.",,,
Not spam,"Okey doke. I'm at home, but not dressed cos laying around ill! Speak to you later bout times and stuff. ",,,
Not spam,I don't run away frm u... I walk slowly &amp; it kills me that u don't care enough to stop me...,,,
Not spam,"Babe, I'm back ... Come back to me ...",,,
Not spam,Well you told others you'd marry them...,,,
Not spam,Neshanth..tel me who r u?,,,
Not spam,YO YO YO BYATCH WHASSUP?,,,
Not spam,Oh... Kay... On sat right?,,,
Not spam,Hi! This is Roger from CL. How are you?,,,
spam,Babe: U want me dont u baby! Im nasty and have a thing 4 filthyguys. Fancy a rude time with a sexy bitch. How about we go slo n hard! Txt XXX SLO(4msgs),,,
Not spam,Oh oh... Wasted... Den muz chiong on sat n sun liao...,,,
Not spam,Jesus christ bitch I'm trying to give you drugs answer your fucking phone,,,
Not spam,Please give it 2  or i will pick it up on Tuesday evening about 8 if that is ok.,,,
Not spam,I'm meeting Darren...,,,
Not spam,One of best dialogue in cute reltnship..!! \Wen i Die," Dont Come Near My Body..!! Bcoz My Hands May Not Come 2 Wipe Ur Tears Off That Time..!Gud ni8""",,
Not spam,"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant.",,,
Not spam,Dear where you will be when i reach there,,,
Not spam,Aww that's the first time u said u missed me without asking if I missed u first. You DO love me! :),,,
Not spam,Ok... Thanx... Gd nite 2 Ì_ too...,,,
Not spam,"Come to me right now, Ahmad",,,
spam,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.,,,
Not spam,Lol please do. Actually send a pic of yourself right now. I wanna see. Pose with a comb and hair dryer or something.,,,
Not spam,O was not into fps then.,,,
Not spam,Huh means computational science... Y they like dat one push here n there...,,,
Not spam,"Could you not read me, my Love ? I answered you",,,
Not spam,Oh... Lk tt den we take e one tt ends at cine lor... Dun wan yogasana oso can... ,,,
Not spam,"Madam,regret disturbance.might receive a reference check from DLF Premarica.kindly be informed.Rgds,Rakhesh,Kerala.",,,
spam,SMS SERVICES For your inclusive text credits pls gotto www.comuk.net login 3qxj9 unsubscribe with STOP no extra charge help 08702840625 comuk.220cm2 9AE,,,
Not spam,Oic... Then better quickly go bathe n settle down...,,,
Not spam,Err... Cud do. I'm going to  at 8pm. I haven't got a way to contact him until then.,,,
Not spam,A bloo bloo bloo I'll miss the first bowl,,,
Not spam,Lmao but its so fun...,,,
Not spam,Oh k k:)but he is not a big hitter.anyway good,,,
Not spam,Hey!!! I almost forgot ... Happy B-day babe ! I love ya!!,,,
spam,Valentines Day Special! Win over å£1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201,,,
Not spam,Do you think i can move  &lt;#&gt;  in a week,,,
Not spam,She.s find. I sent you an offline message to know how anjola's now.,,,
spam,Guess who am I?This is the first time I created a web page WWW.ASJESUS.COM read all I wrote. I'm waiting for your opinions. I want to be your friend 1/1,,,
Not spam,How was txting and driving,,,
Not spam,That's good. Lets thank God. Please complete the drug. Have lots of water. And have a beautiful day.,,,
Not spam,Really dun bluff me leh... U sleep early too. Nite...,,,
Not spam,"Indians r poor but India is not a poor country. Says one of the swiss bank directors. He says that \ &lt;#&gt;  lac crore\"" of Indian money is deposited in swiss banks which can be used for 'taxless' budget for  &lt;#&gt;  yrs. Can give  &lt;#&gt;  crore jobs to all Indians. From any village to Delhi 4 lane roads. Forever free power suply to more than  &lt;#&gt;  social projects. Every citizen can get monthly  &lt;#&gt; /- for  &lt;#&gt;  yrs. No need of World Bank &amp; IMF loan. Think how our money is blocked by rich politicians. We have full rights against corrupt politicians. Itna forward karo ki pura INDIA padhe.g.m.\""""",,,
Not spam,Uncle boye. I need movies oh. Guide me. Plus you know torrents are not particularly legal here. And the system is slowing down. What should i do. Have a gr8 day. Plus have you started cos i dont meet you online. How was the honey moon.,,,
Not spam,Oh ya ya. I remember da. .,,,
Not spam,Btw regarding that we should really try to see if anyone else can be our 4th guy before we commit to a random dude,,,
spam,"For ur chance to win å£250 cash every wk TXT: PLAY to 83370. T's&C's www.music-trivia.net custcare 08715705022, 1x150p/wk.",,,
Not spam,I not busy juz dun wan 2 go so early.. Hee.. ,,,
Not spam,Rightio. 11.48 it is then. Well arent we all up bright and early this morning.,,,
Not spam,"Great. I'm in church now, will holla when i get out",,,
Not spam,Back in brum! Thanks for putting us up and keeping us all and happy. See you soon ,,,
Not spam,I donno if they are scorable,,,
Not spam,&lt;#&gt;  great loxahatchee xmas tree burning update: you can totally see stars here,,,
Not spam,"Yes but i dont care! I need you bad, princess!",,,
Not spam,"The guy (kadeem) hasn't been selling since the break, I know one other guy but he's paranoid as fuck and doesn't like selling without me there and I can't be up there til late tonight",,,
Not spam,"Sorry, I'll call later",,,
Not spam,Tmr then Ì_ brin lar... Aiya later i come n c lar... Mayb Ì_ neva set properly Ì_ got da help sheet wif Ì_...,,,
Not spam,Do u knw dis no. &lt;#&gt; ?,,,
Not spam,Then she dun believe wat?,,,
Not spam,K..give back my thanks.,,,
Not spam,I know complain num only..bettr directly go to bsnl offc nd apply for it..,,,
Not spam,Okay. I've seen it. So i should pick it on friday?,,,
Not spam,How much she payed. Suganya.,,,
Not spam,Left dessert. U wan me 2 go suntec look 4 u?,,,
Not spam,"Abeg, make profit. But its a start. Are you using it to get sponsors for the next event?",,,
Not spam,Onum ela pa. Normal than.,,,
Not spam,K.k..how is your sister kids?,,,
Not spam,"Cool, I'll text you when I'm on the way",,,
Not spam,Nope. Meanwhile she talk say make i greet you.,,,
Not spam,i cant talk to you now.i will call when i can.dont keep calling.,,,
Not spam,Anything lar...,,,
Not spam,"Rose needs water, season needs change, poet needs imagination..My phone needs ur sms and i need ur lovely frndship forever....",,,
Not spam,"Good afternoon, babe. How goes that day ? Any job prospects yet ? I miss you, my love ... *sighs* ... :-(",,,
Not spam,They will pick up and drop in car.so no problem..,,,
Not spam,S.i think he is waste for rr..,,,
Not spam,He is world famamus....,,,
Not spam,Is there coming friday is leave for pongal?do you get any news from your work place.,,,
Not spam,Lol well don't do it without me. We could have a big sale together.,,,
Not spam,* Am on my way,,,
Not spam,Eat at old airport road... But now 630 oredi... Got a lot of pple...,,,
Not spam,"sry can't talk on phone, with parents",,,
spam,"Final Chance! Claim ur å£150 worth of discount vouchers today! Text YES to 85023 now! SavaMob, member offers mobile! T Cs SavaMob POBOX84, M263UZ. å£3.00 Subs 16",,,
Not spam,Ok lor wat time Ì_ finish?,,,
Not spam,"Princess, i like to make love  &lt;#&gt;  times per night. Hope thats not a problem!",,,
Not spam,Mm i am on the way to railway,,,
Not spam,i dnt wnt to tlk wid u,,,
Not spam,"I'm done. I'm sorry. I hope your next space gives you everything you want. Remember all the furniture is yours. If i'm not around when you move it, just lock all the locks and leave the key with jenne.",,,
Not spam,Not yet. Just i'd like to keep in touch and it will be the easiest way to do that from barcelona. By the way how ru and how is the house?,,,
spam,"Sppok up ur mob with a Halloween collection of nokia logo&pic message plus a FREE eerie tone, txt CARD SPOOK to 8007",,,
spam,"Urgent! call 09066612661 from landline. Your complementary 4* Tenerife Holiday or å£10,000 cash await collection SAE T&Cs PO Box 3 WA14 2PX 150ppm 18+ Sender: Hol Offer",,,
Not spam,K.:)do it at evening da:)urgent:),,,
Not spam,Pansy! You've been living in a jungle for two years! Its my driving you should be more worried about!,,,
Not spam,Mm have some kanji dont eat anything heavy ok,,,
Not spam,Only if you promise your getting out as SOON as you can. And you'll text me in the morning to let me know you made it in ok.,,,
Not spam,Lol that's different. I don't go trying to find every real life photo you ever took.,,,
Not spam,I dont thnk its a wrong calling between us,,,
Not spam,K ill drink.pa then what doing. I need srs model pls send it to my mail id pa.,,,
Not spam,Aiyah e rain like quite big leh. If drizzling i can at least run home.,,,
Not spam,I have 2 docs appointments next week.:/ I'm tired of them shoving stuff up me. Ugh why couldn't I have had a normal body?,,,
Not spam,Dun b sad.. It's over.. Dun thk abt it already. Concentrate on ur other papers k.,,,
Not spam,"Greetings me, ! Consider yourself excused.",,,
Not spam,No drama Pls.i have had enough from you and family while i am struggling in the hot sun in a strange place.No reason why there should be an ego of not going 'IF NOT INVITED' when actually its necessity to go.wait for very serious reppurcussions.,,,
Not spam,they released another Italian one today and it has a cosign option,,,
Not spam,"You at mu? You should try to figure out how much money everyone has for gas and alcohol, jay and I are trying to figure out our weed budget",,,
spam,WINNER! As a valued network customer you hvae been selected to receive a å£900 reward! To collect call 09061701444. Valid 24 hours only. ACL03530150PM,,,
Not spam,HCL chennai requires FRESHERS for voice process.Excellent english needed.Salary upto  &lt;#&gt; .Call Ms.Suman  &lt;#&gt;  for Telephonic interview -via Indyarocks.com,,,
Not spam,Dai what this da.. Can i send my resume to this id.,,,
Not spam,"I know where the  &lt;#&gt;  is, I'll be there around 5",,,
Not spam,Yup i've finished c Ì_ there...,,,
Not spam,Remember to ask alex about his pizza,,,
Not spam,No da..today also i forgot..,,,
Not spam,"Ola would get back to you maybe not today but I ve told him you can be his direct link in the US in getting cars he bids for online, you arrange shipping and you get a cut. Or U????? For a partnership where U????? Invest money for shipping and he takes care of the rest!U??Wud b self reliant soon dnt worry",,,
Not spam,Fwiw the reason I'm only around when it's time to smoke is that because of gas I can only afford to be around when someone tells me to be and that apparently only happens when somebody wants to light up,,,
Not spam,"Hello, my boytoy! I made it home and my constant thought is of you, my love. I hope your having a nice visit but I can't wait till you come home to me ...*kiss*",,,
Not spam,Congrats kano..whr s the treat maga?,,,
Not spam,Who u talking about?,,,
Not spam,Yup...,,,
Not spam,Ok...,,,
Not spam,"U wake up already? Wat u doing? U picking us up later rite? I'm taking sq825, reaching ard 7 smth 8 like dat. U can check e arrival time. C ya soon...",,,
Not spam,Yunny i'm walking in citylink now Ì_ faster come down... Me very hungry...,,,
Not spam,Er yep sure. Props?,,,
Not spam,"Hiya , have u been paying money into my account? If so, thanks. Got a pleasant surprise when i checked my balance -u c, i don't get statements 4 that acc",,,
spam,U have won a nokia 6230 plus a free digital camera. This is what u get when u win our FREE auction. To take part send NOKIA to 83383 now. POBOX114/14TCR/W1 16,,,
Not spam,Ok ill send you with in  &lt;DECIMAL&gt;  ok.,,,
Not spam,Bognor it is! Should be splendid at this time of year.,,,
Not spam,Yes.i'm in office da:),,,
Not spam,"Sorry, I'll call later",,,
Not spam,Joy's father is John. Then John is the NAME of Joy's father. Mandan,,,
Not spam,Ok. I only ask abt e movie. U wan ktv oso?,,,
Not spam,Misplaced your number and was sending texts to your old number. Wondering why i've not heard from you this year. All the best in your mcat. Got this number from my atlanta friends,,,
Not spam,"Sorry, I'll call later",,,
Not spam,Dunno lei... I might b eatin wif my frens... If Ì_ wan to eat then i wait 4 Ì_ lar,,,
Not spam,"Sorry, I'll call later",,,
spam,FREE entry into our å£250 weekly comp just send the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk,,,
Not spam,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...",,,
Not spam,Do u noe how 2 send files between 2 computers?,,,
Not spam,"Mmmmm ... I loved waking to your words this morning ! I miss you too, my Love. I hope your day goes well and you are happy. I wait for us to be together again",,,
Not spam,jay says he'll put in  &lt;#&gt;,,,
Not spam,Can you just come in for a sec? There's somebody here I want you to see,,,
Not spam,So the sun is anti sleep medicine.,,,
Not spam,What's happening with you. Have you gotten a job and have you begun registration for permanent residency,,,
Not spam,Yup ok...,,,
Not spam,Glad it went well :) come over at 11 then we'll have plenty of time before claire goes to work.,,,
Not spam,Ok enjoy . R u there in home.,,,
Not spam,"Can you pls pls send me a mail on all you know about relatives coming to deliver here? All you know about costs, risks, benefits and anything else. Thanks.",,,
Not spam,You do what all you like,,,
Not spam,That's y we haf to combine n c how lor...,,,
Not spam,The monthly amount is not that terrible and you will not pay anything till 6months after finishing school.,,,
Not spam,Hmmm:)how many players selected?,,,
Not spam,"They said if its gonna snow, it will start around 8 or 9 pm tonite! They are predicting an inch of accumulation.",,,
Not spam,I dont. Can you send it to me. Plus how's mode.,,,
Not spam,Aiyo please Ì_ got time meh.,,,
Not spam,Package all your programs well,,,
Not spam,"She is our sister.. She belongs 2 our family.. She is d hope of tomorrow.. Pray 4 her,who was fated 4 d Shoranur train incident. Lets hold our hands together &amp; fuelled by love &amp; concern prior 2 her grief &amp; pain. Pls join in dis chain &amp; pass it. STOP VIOLENCE AGAINST WOMEN.",,,
Not spam,So are you guys asking that i get that slippers again or its gone with last year,,,
Not spam,Company is very good.environment is terrific and food is really nice:),,,
spam,"Text82228>> Get more ringtones, logos and games from www.txt82228.com. Questions: info@txt82228.co.uk",,,
Not spam,Honestly i've just made a lovely cup of tea and promptly dropped my keys in it and then burnt my fingers getting them out!,,,
Not spam,Yup but not studying surfing lor. I'm in e lazy mode today.,,,
Not spam,Please sen :)my kind advice :-)please come here and try:-),,,
Not spam,I'm done. C Ì_ there.,,,
Not spam,"Oh fine, I'll be by tonight",,,
Not spam,ÌÏ give me some time to walk there.,,,
Not spam,I'll reach in ard 20 mins ok...,,,
spam,"FreeMSG You have been awarded a FREE mini DIGITAL CAMERA, just reply SNAP to collect your prize! (quizclub Opt out? Stop 80122300p/wk SP:RWM Ph:08704050406)",,,
Not spam,Fuck babe ... What happened to you ? How come you never came back?,,,
spam,This message is brought to you by GMW Ltd. and is not connected to the,,,
Not spam,"Some friends want me to drive em someplace, probably take a while",,,
Not spam,I also thk too fast... Xy suggest one not me. U dun wan it's ok. Going 2 rain leh where got gd.,,,
Not spam,Are you still getting the goods.,,,
Not spam,And maybe some pressies,,,
Not spam,"Yeah I am, so I'll leave maybe 7ish?",,,
Not spam,K..k..i'm also fine:)when will you complete the course?,,,
Not spam,"Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... '",,,
Not spam,I told her I had a Dr appt next week. She thinks I'm gonna die. I told her its just a check. Nothing to be worried about. But she didn't listen.,,,
Not spam,You in your room? I need a few,,,
Not spam,I dont want to hear anything,,,
Not spam,Hey. For me there is no leave on friday. Wait i will ask my superior and tell you..,,,
Not spam,Ultimately tor motive tui achieve korli.,,,
Not spam,From 5 to 2 only my work timing.,,,
Not spam,‰Û_ and don‰Û÷t worry we‰Û÷ll have finished by march ‰Û_ ish!,,,
Not spam,"The house is on the water with a dock, a boat rolled up with a newscaster who dabbles in jazz flute behind the wheel",,,
spam,"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p",,,
spam,Your next amazing xxx PICSFREE1 video will be sent to you enjoy! If one vid is not enough for 2day text back the keyword PICSFREE1 to get the next video.,,,
Not spam,Now thats going to ruin your thesis!,,,
Not spam,In sch but neva mind u eat 1st lor..,,,
Not spam,Hey whats up? U sleeping all morning?,,,
Not spam,Erm. I thought the contract ran out the4th of october.,,,
Not spam,I dunno until when... Lets go learn pilates...,,,
spam,U are subscribed to the best Mobile Content Service in the UK for å£3 per ten days until you send STOP to 83435. Helpline 08706091795.,,,
Not spam,Yup i'm elaborating on the safety aspects and some other issues..,,,
spam,"3 FREE TAROT TEXTS! Find out about your love life now! TRY 3 FOR FREE! Text CHANCE to 85555 16 only! After 3 Free, Msgs å£1.50 each",,,
Not spam,"Goodmorning, today i am late for 1hr.",,,
Not spam,Hi happy birthday. Hi hi hi hi hi hi hi,,,
Not spam,I will be outside office take all from there,,,
Not spam,If you don't respond imma assume you're still asleep and imma start calling n shit,,,
Not spam,"Aight, see you in a bit",,,
Not spam,My superior telling that friday is leave for all other department except ours:)so it will be leave for you:)any way call waheed fathima hr and conform it:),,,
spam,Join the UK's horniest Dogging service and u can have sex 2nite!. Just sign up and follow the instructions. Txt ENTRY to 69888 now! Nyt.EC2A.3LP.msg@150p,,,
Not spam,Lol I have to take it. member how I said my aunt flow didn't visit for 6 months? It's cause I developed ovarian cysts. Bc is the only way to shrink them.,,,
Not spam,Still work going on:)it is very small house.,,,
Not spam,"My friend just got here and says he's upping his order by a few grams (he's got $ &lt;#&gt; ), when can you get here?",,,
Not spam,Tmr timin still da same wat cos i got lesson until 6...,,,
Not spam,"That‰Û÷s the thing with apes, u can fight to the death to keep something, but the minute they have it when u let go, thats it!",,,
spam,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. å£1.50 SP:Tyrone,,,
Not spam,No i'm not gonna be able to. || too late notice. || i'll be home in a few weeks anyway. || what are the plans,,,
Not spam,"Got fujitsu, ibm, hp, toshiba... Got a lot of model how to say...",,,
Not spam,Okie... Thanx...,,,
Not spam,"Gosh that , what a pain. Spose I better come then.",,,
Not spam,"As usual..iam fine, happy &amp; doing well..:)",,,
Not spam,Okie,,,
Not spam,So when you gonna get rimac access ,,,
